GAME_DATE,HOME,AWAY,Score,Odds1,Odds2,Results
2022-02-04,DET ,BOS,93:102,4.74,1.21,0
2022-02-04,IND ,CHI,115:122,1.99,1.88,0
2022-02-03,GSW ,SAC,126:114,1.09,8.24,1
2022-02-03,LAC ,LAL,111:110,1.63,2.37,1
2022-02-03,ATL ,PHX,124:115,2.29,1.67,1
2022-02-03,TOR ,CHI,127:120 ,1.53,2.62,1
2022-02-03,DET ,MIN,117:128,3.5,1.33,0
2022-02-03,SAS ,MIA,95:112,3.71,1.3,0
2022-02-02,LAL ,POR,99:94,1.59,2.46,1
2022-02-02,SAC ,BKN,112:101,2.69,1.5,1
2022-02-02,UTA ,DEN,108:104,1.41,3.08,1
2022-02-02,DAL ,OKC,114:120 ,1.12,6.77,0
2022-02-02,HOU ,CLE,115:104,2.69,1.5,1
2022-02-02,BOS ,CHA,113:107,1.41,3.06,1
2022-02-02,NYK ,MEM,108:120,2.47,1.58,0
2022-02-02,IND ,ORL,118:119,1.62,2.39,0
2022-02-02,PHI ,WAS,103:106,1.2,4.86,0
2022-02-01,PHX ,BKN,121:111,1.37,3.26,1
2022-02-01,SAS ,GSW,120:124,1.39,3.16,0
2022-02-01,CHI ,ORL,126:115,1.29,3.85,1
2022-02-01,MIN ,DEN,130:115,1.84,2,1
2022-02-01,MIL ,WAS,112:98,1.14,6.09,1
2022-02-01,TOR ,MIA,110:106,1.8,2.08,1
2022-02-01,DET ,NOP,101:111,2.07,1.81,0
2022-01-31,HOU ,GSW,108:122,4.83,1.2,0
2022-01-31,OKC ,POR,98:81,2.39,1.62,1
2022-01-31,BOS ,MIA,122:92,1.41,3.06,1
2022-01-31,NYK ,SAC,116:96,1.36,3.32,1
2022-01-31,ATL ,TOR,100:106,2.12,1.77,0
2022-01-31,CLE ,NOP,93:90,1.5,2.76,1
2022-01-31,IND ,LAC,122:116,1.93,1.92,1
2022-01-31,PHI ,MEM,122:119 ,2.39,1.63,1
2022-01-30,MIN ,UTA,126:106,1.8,2.08,1
2022-01-30,PHX ,SAS,115:110,1.1,7.82,1
2022-01-30,MIL ,DEN,100:136,1.42,3,0
2022-01-30,ORL ,DAL,110:108,2.68,1.51,1
2022-01-30,DET ,CLE,115:105,3.65,1.31,1
2022-01-30,CHI ,POR,130:116,1.51,2.69,1
2022-01-30,ATL ,LAL,129:121,1.35,3.39,1
2022-01-30,CHA ,LAC,90:115,1.43,2.95,0
2022-01-29,GSW ,BKN,110:106,1.2,4.96,1
2022-01-29,MEM ,WAS,115:95,1.43,2.96,1
2022-01-29,MIA ,TOR,120:124 ,1.72,2.19,0
2022-01-29,PHI ,SAC,103:101,1.16,5.59,1
2022-01-29,DAL ,IND,132:105,1.19,4.98,1
2022-01-29,NOP ,BOS,97:107,3.23,1.37,0
2022-01-28,MIL ,NYK,123:108,1.25,4.17,1
2022-01-28,PHX ,MIN,134:124,1.29,3.85,1
2022-01-28,SAS ,CHI,131:122,1.8,2.08,1
2022-01-28,HOU ,POR,110:125,2.22,1.71,0
2022-01-28,MEM ,UTA,119:109,1.53,2.63,1
2022-01-28,MIA ,LAC,121:114,1.28,3.94,1
2022-01-28,NOP ,DEN,105:116,2.48,1.58,0
2022-01-28,OKC ,IND,110:113 ,2.09,1.79,0
2022-01-28,ATL ,BOS,108:92,1.82,2.06,1
2022-01-28,CHA ,LAL,117:114,1.23,4.34,1
2022-01-28,ORL ,DET,119:103,1.64,2.34,1
2022-01-27,GSW ,MIN,124:115,1.4,3.09,1
2022-01-27,PHI ,LAL,105:87,1.42,3.03,1
2022-01-26,POR ,DAL,112:132,2.63,1.52,0
2022-01-26,UTA ,PHX,97:105,1.95,1.91,0
2022-01-26,SAS ,MEM,110:118,2.46,1.59,0
2022-01-26,BKN ,DEN,118:124,2.81,1.47,0
2022-01-26,CHI ,TOR,111:105,1.55,2.55,1
2022-01-26,ATL ,SAC,121:104,1.17,5.36,1
2022-01-26,MIA ,NYK,110:96,1.42,2.99,1
2022-01-26,CLE ,MIL,115:99,2.47,1.59,1
2022-01-26,IND ,CHA,126:158,2.14,1.75,0
2022-01-26,ORL ,LAC,102:111,1.86,2,0
2022-01-25,GSW ,DAL,130:92,1.62,2.41,1
2022-01-25,POR ,MIN,107:109,2.3,1.66,0
2022-01-25,HOU ,SAS,104:134,2.67,1.51,0
2022-01-25,BOS ,SAC,128:75,1.23,4.45,1
2022-01-25,BKN ,LAL,96:106,2.39,1.63,0
2022-01-25,DET ,DEN,105:110,3.26,1.37,0
2022-01-25,PHI ,NOP,117:107,1.16,5.71,1
2022-01-25,TOR ,CHA,125:113,2,1.85,1
2022-01-25,WAS ,LAC,115:116,1.5,2.69,0
2022-01-24,PHX ,UTA,115:109,1.13,6.45,1
2022-01-24,NOP ,IND,117:113,1.6,2.43,1
2022-01-24,OKC ,CHI,110:111,1.98,1.88,0
2022-01-24,CLE ,NYK,95:93,1.51,2.67,1
2022-01-23,GSW ,UTA,94:92,1.79,2.1,1
2022-01-23,DEN ,DET,117:111,1.13,6.51,1
2022-01-23,MIN ,BKN,136:125,1.7,2.24,1
2022-01-23,DAL ,MEM,104:91,1.59,2.46,1
2022-01-23,CHA ,ATL,91:113,1.82,2.05,0
2022-01-23,SAS ,PHI,109:115,1.97,1.89,0
2022-01-23,MIA ,LAL,113:107,1.6,2.44,1
2022-01-23,ORL ,CHI,114:95,2.39,1.62,1
2022-01-23,TOR ,POR,105:114,1.31,3.66,0
2022-01-23,WAS ,BOS,87:116,2.16,1.74,0
2022-01-23,NYK ,LAC,110:102,1.57,2.5,1
2022-01-22,PHX ,IND,113:103,1.11,7.5,1
2022-01-22,CLE ,OKC,94:87,1.13,6.61,1
2022-01-22,MIL ,SAC,133:127,1.34,3.45,1
2022-01-21,GSW ,HOU,105:103,1.16,5.61,1
2022-01-21,DEN ,MEM,118:122,1.62,2.39,0
2022-01-21,UTA ,DET,111:101,1.08,8.62,1
2022-01-21,SAS ,BKN,102:117,1.94,1.9,0
2022-01-21,MIL ,CHI,94:90,1.19,5.13,1
2022-01-21,WAS ,TOR,105:109,2.16,1.73,0
2022-01-21,ATL ,MIA,110:108,1.82,2.06,1
2022-01-21,BOS ,POR,105:109,1.31,3.67,0
2022-01-21,CHA ,OKC,121:98,1.25,4.17,1
2022-01-21,ORL ,LAL,105:116,2.67,1.51,0
2022-01-21,PHI ,LAC,101:102,1.32,3.6,0
2022-01-20,GSW ,IND,117:121 ,1.07,9.54,0
2022-01-20,DAL ,PHX,101:109,2.14,1.75,0
2022-01-20,NYK ,NOP,91:102,1.62,2.38,0
2022-01-19,LAL ,IND,104:111,1.62,2.38,0
2022-01-19,DEN ,LAC,130:128 ,1.23,4.37,1
2022-01-19,SAC ,DET,131:133,1.34,3.37,0
2022-01-19,UTA ,HOU,111:116,1.09,8.12,0
2022-01-19,DAL ,TOR,102:98,1.54,2.57,1
2022-01-19,SAS ,OKC,118:96,1.37,3.25,1
2022-01-19,CHI ,CLE,117:104,2.32,1.64,1
2022-01-19,MIL ,MEM,126:114,1.39,3.13,1
2022-01-19,ATL ,MIN,134:122,1.84,2.01,1
2022-01-19,BOS ,CHA,102:111,1.69,2.24,0
2022-01-19,MIA ,POR,104:92,1.24,4.27,1
2022-01-19,PHI ,ORL,123:110,1.13,6.42,1
2022-01-19,WAS ,BKN,118:119,1.89,1.94,0
2022-01-18,GSW ,DET,102:86,1.06,10.26,1
2022-01-18,NYK ,MIN,110:112,2.33,1.65,0
2022-01-17,LAL ,UTA,101:95,2.8,1.48,1
2022-01-17,DAL ,OKC,104:102,1.14,6.13,1
2022-01-17,SAS ,PHX,107:121,2.46,1.59,0
2022-01-17,MIA ,TOR,104:99,1.57,2.51,1
2022-01-17,ORL ,POR,88:98,2.11,1.77,0
2022-01-17,ATL ,MIL,121:114,2.66,1.52,1
2022-01-17,LAC ,IND,139:133,1.73,2.17,1
2022-01-17,MEM ,CHI,119:106,1.27,4,1
2022-01-17,CLE ,BKN,114:107,1.57,2.52,1
2022-01-17,WAS ,PHI,117:98,2.1,1.78,1
2022-01-17,NYK ,CHA,87:97,1.75,2.15,0
2022-01-17,BOS ,NOP,104:92,1.56,2.51,1
2022-01-16,DEN ,UTA,102:125,2.78,1.48,0
2022-01-16,MIN ,GSW,119:99,1.55,2.57,1
2022-01-16,SAC ,HOU,112:118,1.53,2.61,0
2022-01-16,DET ,PHX,108:135,6.32,1.14,0
2022-01-15,DAL ,ORL,108:92,1.15,5.79,1
2022-01-15,DEN ,LAL,133:96,1.57,2.51,1
2022-01-15,BOS ,CHI,114:112,1.34,3.45,1
2022-01-15,SAS ,LAC,101:94,1.83,2.03,1
2022-01-15,MIA ,PHI,98:109,1.64,2.35,0
2022-01-15,OKC ,CLE,102:107,2.72,1.49,0
2022-01-15,ATL ,NYK,108:117,1.83,2.04,0
2022-01-15,BKN ,NOP,120:105,1.44,2.89,1
2022-01-15,WAS ,POR,110:115,1.34,3.42,0
2022-01-15,MIL ,TOR,96:103,1.33,3.52,0
2022-01-14,MEM ,DAL,85:112,1.73,2.19,0
2022-01-14,SAC ,HOU,126:114,1.49,2.72,1
2022-01-14,SAS ,CLE,109:114,2.29,1.66,0
2022-01-14,MIA ,ATL,124:118,1.49,2.75,1
2022-01-14,CHI ,GSW,96:138,1.72,2.21,0
2022-01-14,CHA ,ORL,109:116,1.16,5.7,0
2022-01-14,DET ,TOR,103:87,4.25,1.25,1
2022-01-14,IND ,PHX,94:112,2.94,1.43,0
2022-01-14,PHI ,BOS,111:99,1.66,2.31,1
2022-01-13,DEN ,POR,140:108,1.16,5.63,1
2022-01-13,BKN ,OKC,109:130,1.44,2.93,0
2022-01-13,MEM ,MIN,116:108,1.65,2.31,1
2022-01-13,NOP ,LAC,113:89,1.6,2.42,1
2022-01-13,MIL ,GSW,118:99,1.91,1.95,1
2022-01-12,CHI ,BKN,112:138,2.07,1.82,0
2022-01-12,SAC ,LAL,125:116,2.47,1.58,1
2022-01-12,UTA ,CLE,91:111,1.51,2.69,0
2022-01-12,SAS ,HOU,124:128,1.33,3.48,0
2022-01-12,ATL ,MIA,91:115,1.72,2.2,0
2022-01-12,NYK ,DAL,108:85,2.22,1.71,1
2022-01-12,IND ,BOS,100:119,1.88,1.98,0
2022-01-12,PHI ,CHA,98:109,1.48,2.76,0
2022-01-12,WAS ,ORL,112:106,1.4,3.07,1
2022-01-11,LAC ,DEN,87:85,2.18,1.72,1
2022-01-11,CHI ,DET,133:87,1.09,8.76,1
2022-01-11,MEM ,GSW,116:108,2.14,1.76,1
2022-01-11,NOP ,MIN,128:125,2.34,1.64,1
2022-01-11,TOR ,PHX,95:99,2.59,1.54,0
2022-01-11,WAS ,OKC,122:118,1.35,3.38,1
2022-01-10,POR ,BKN,114:108,3.85,1.29,1
2022-01-10,SAC ,CLE,108:109,2.74,1.48,0
2022-01-10,HOU ,PHI,91:111,4.81,1.21,0
2022-01-10,BOS ,IND,101:98 ,1.26,4.09,1
2022-01-10,NYK ,SAS,111:96,1.41,3.05,1
2022-01-10,CHA ,MIL,103:99,2.21,1.71,1
2022-01-10,DET ,UTA,126:116,5.87,1.15,1
2022-01-09,LAL ,MEM,119:127,1.64,2.34,0
2022-01-09,POR ,SAC,103:88,2.06,1.8,1
2022-01-09,GSW ,CLE,96:82,1.3,3.73,1
2022-01-09,DAL ,CHI,113:99,1.78,2.1,1
2022-01-09,HOU ,MIN,123:141,3.21,1.38,0
2022-01-09,OKC ,DEN,95:99,3.3,1.36,0
2022-01-09,ORL ,WAS,100:102,3.45,1.34,0
2022-01-09,TOR ,NOP,105:101,1.34,3.44,1
2022-01-09,LAC ,ATL,106:93,2.5,1.57,1
2022-01-09,BKN ,SAS,121:119 ,1.2,4.88,1
2022-01-08,PHX ,MIA,100:123,1.22,4.66,0
2022-01-08,BOS ,NYK,99:75,1.31,3.64,1
2022-01-08,CHA ,MIL,114:106,1.84,2.02,1
2022-01-08,DET ,ORL,97:92,1.84,2.02,1
2022-01-08,IND ,UTA,125:113,2.66,1.52,1
2022-01-08,LAC ,MEM,108:123,2.11,1.77,0
2022-01-07,LAL ,ATL,134:118,1.82,2.05,1
2022-01-07,POR ,CLE,101:114,2.96,1.43,0
2022-01-07,DEN ,SAC,121:111,1.3,3.69,1
2022-01-07,CHI ,WAS,130:122,1.45,2.87,1
2022-01-07,HOU ,DAL,106:130,2.28,1.67,0
2022-01-07,OKC ,MIN,105:135,2.68,1.51,0
2022-01-07,BKN ,MIL,109:121,1.54,2.6,0
2022-01-07,TOR ,UTA,122:108,1.11,7.49,1
2022-01-07,PHI ,SAS,119:100,1.28,3.9,1
2022-01-06,PHX ,LAC,106:89,1.17,5.39,1
2022-01-06,MEM ,DET,118:88,1.1,7.9,1
2022-01-06,NOP ,GSW,101:96,1.85,2.01,1
2022-01-06,NYK ,BOS,108:105,2.16,1.75,1
2022-01-05,DEN ,UTA,109:115,1.91,1.95,0
2022-01-05,POR ,MIA,109:115,2.17,1.74,0
2022-01-05,SAC ,ATL,102:108,1.85,2,0
2022-01-05,MIL ,TOR,111:117,1.75,2.14,0
2022-01-05,MIN ,OKC,98:90,1.24,4.33,1
2022-01-05,BOS ,SAS,97:99,1.31,3.6,0
2022-01-05,DAL ,GSW,99:82,2.59,1.55,1
2022-01-05,IND ,BKN,121:129,4.07,1.27,0
2022-01-05,CHA ,DET,140:111,1.19,5.14,1
2022-01-05,ORL ,PHI,106:116,4.11,1.26,0
2022-01-05,WAS ,HOU,111:114,1.32,3.54,0
2022-01-04,LAL ,SAC,122:114,1.41,3.08,1
2022-01-04,NOP ,PHX,110:123,3.25,1.37,0
2022-01-04,NYK ,IND,104:94,1.63,2.38,1
2022-01-04,CLE ,MEM,106:110,1.66,2.32,0
2022-01-04,TOR ,SAS,129:104,1.37,3.25,1
2022-01-03,LAC ,MIN,104:122,1.63,2.37,0
2022-01-03,GSW ,MIA,115:108,1.19,5.1,1
2022-01-03,POR ,ATL,136:131,2.5,1.57,1
2022-01-03,DAL ,DEN,103:89,1.69,2.26,1
2022-01-03,CHI ,ORL,102:98,1.09,8.2,1
2022-01-03,MIL ,DET,106:115,1.05,11.53,0
2022-01-03,NOP ,UTA,104:115,4.37,1.24,0
2022-01-03,BKN ,MEM,104:118,1.4,3.09,0
2022-01-03,PHI ,HOU,133:113,1.1,7.65,1
2022-01-03,WAS ,CHA,124:121,1.79,2.08,1
2022-01-02,LAL ,MIN,108:103,1.32,3.57,1
2022-01-02,CHA ,PHX,99:133,2.1,1.79,0
2022-01-02,OKC ,DAL,86:95,4.95,1.2,0
2022-01-02,BOS ,ORL,116:111 ,1.18,5.16,1
2022-01-02,CLE ,IND,108:104,1.56,2.53,1
2022-01-02,SAC ,MIA,115:113,2.39,1.62,1
2022-01-02,TOR ,NYK,120:105,1.28,3.94,1
2022-01-01,UTA ,GSW,116:123,1.51,2.68,0
2022-01-01,HOU ,DEN,111:124,3.59,1.32,0
2022-01-01,BKN ,LAC,116:120,1.09,8.36,0
2022-01-01,DET ,SAS,117:116 ,3.17,1.38,1
2022-01-01,WAS ,CHI,119:120,2.11,1.77,0
2022-01-01,MIL ,NOP,136:113,1.12,6.96,1
2021-12-31,LAL ,POR,139:106,1.43,3.01,1
2021-12-31,UTA ,MIN,120:108,1.12,6.91,1
2021-12-31,MEM ,SAS,118:105,1.46,2.82,1
2021-12-31,OKC ,NYK,95:80,2.24,1.69,1
2021-12-31,CLE ,ATL,118:121,1.8,2.08,0
2021-12-31,TOR ,LAC,116:108,1.38,3.19,1
2021-12-31,HOU ,MIA,110:120,2.76,1.48,0
2021-12-31,SAC ,DAL,96:112,1.97,1.88,0
2021-12-31,IND ,CHI,106:108,2.39,1.62,0
2021-12-31,BOS ,PHX,123:108,2.39,1.63,1
2021-12-30,BKN ,PHI,102:110,1.49,2.73,0
2021-12-30,ORL ,MIL,118:136,8.89,1.08,0
2021-12-30,WAS ,CLE,110:93,1.57,2.5,1
2021-12-29,SAC ,DAL,95:94,1.94,1.9,1
2021-12-29,POR ,UTA,105:120,3.67,1.31,0
2021-12-29,PHX ,OKC,115:97,1.05,10.85,1
2021-12-29,CHI ,ATL,131:117,1.28,3.83,1
2021-12-29,MEM ,LAL,104:99,1.44,2.9,1
2021-12-29,BOS ,LAC,82:91,1.44,2.96,0
2021-12-29,DET ,NYK,85:94,3.96,1.27,0
2021-12-29,IND ,CHA,108:116,1.61,2.4,0
2021-12-28,GSW ,DEN,86:89,1.29,3.85,0
2021-12-28,SAC ,OKC,117:111,1.45,2.88,1
2021-12-28,HOU ,LAL,123:132,2.92,1.44,0
2021-12-28,MIN ,NYK,88:96,2.73,1.5,0
2021-12-28,NOP ,CLE,108:104,2.67,1.51,1
2021-12-28,MIA ,WAS,119:112,1.32,3.62,1
2021-12-28,TOR ,PHI,109:114,3.02,1.42,0
2021-12-28,ORL ,MIL,110:127,9.42,1.07,0
2021-12-27,LAC ,BKN,108:124,2.4,1.61,0
2021-12-27,POR ,DAL,117:132,1.67,2.29,0
2021-12-27,PHX ,MEM,113:114,1.31,3.67,0
2021-12-27,SAS ,UTA,104:110,3.3,1.36,0
2021-12-27,MIN ,BOS,108:103,2.7,1.5,1
2021-12-27,ATL ,CHI,118:130,2.38,1.63,0
2021-12-27,CHA ,HOU,123:99,1.29,3.77,1
2021-12-26,LAC ,DEN,100:103,2.39,1.63,0
2021-12-26,CHI ,IND,113:105,1.56,2.54,1
2021-12-26,OKC ,NOP,117:112,2.07,1.8,1
2021-12-26,SAS ,DET,144:109,1.2,4.81,1
2021-12-26,CLE ,TOR,144:99,1.26,4.08,1
2021-12-26,SAC ,MEM,102:127,2.24,1.7,0
2021-12-26,WAS ,PHI,96:117,2.47,1.59,0
2021-12-26,MIA ,ORL,93:83,1.18,5.32,1
2021-12-25,UTA ,DAL,120:116,1.1,7.73,1
2021-12-25,LAL ,BKN,115:122,1.72,2.19,0
2021-12-25,PHX ,GSW,107:116,1.42,3.01,0
2021-12-25,MIL ,BOS,117:113,1.32,3.55,1
2021-12-25,NYK ,ATL,101:87,1.41,3.05,1
2021-12-23,LAL ,SAS,110:138,1.84,2.02,0
2021-12-23,GSW ,MEM,113:104,1.46,2.82,1
2021-12-23,DEN ,CHA,107:115,1.74,2.16,0
2021-12-23,PHX ,OKC,113:101,1.08,9.52,1
2021-12-23,UTA ,MIN,128:116,1.07,9.58,1
2021-12-23,DAL ,MIL,95:102,2.46,1.59,0
2021-12-23,MIA ,DET,115:112,1.13,6.66,1
2021-12-23,NYK ,WAS,117:124,1.72,2.19,0
2021-12-23,IND ,HOU,118:106,1.37,3.25,1
2021-12-23,ORL ,NOP,104:110,2.66,1.52,0
2021-12-23,PHI ,ATL,96:98,1.15,5.8,0
2021-12-22,SAC ,LAC,89:105,2.56,1.55,0
2021-12-22,MIL ,HOU,126:106,1.24,4.31,1
2021-12-22,OKC ,DEN,108:94,3.21,1.37,1
2021-12-22,ATL ,ORL,98:104,1.33,3.51,0
2021-12-22,BOS ,CLE,111:101,1.39,3.12,1
2021-12-21,LAL ,PHX,90:108,3.4,1.35,0
2021-12-21,DAL ,MIN,114:102,2.15,1.74,1
2021-12-21,NOP ,POR,111:97,1.82,2.06,1
2021-12-21,MIA ,IND,125:96,2.15,1.75,1
2021-12-21,NYK ,DET,105:91,1.33,3.5,1
2021-12-20,LAC ,SAS,92:116,1.4,3.09,0
2021-12-20,GSW ,SAC,113:98,1.1,7.49,1
2021-12-20,UTA ,CHA,112:102,1.11,7.03,1
2021-12-20,CHI ,HOU,133:118,1.34,3.44,1
2021-12-20,MEM ,OKC,99:102,1.25,4.25,0
2021-12-20,BOS ,PHI,103:108,1.61,2.41,0
2021-12-19,CHI ,LAL,115:110,1.35,3.4,1
2021-12-19,MIN ,DAL,111:105,1.61,2.4,1
2021-12-19,PHX ,CHA,137:106,1.26,4.11,1
2021-12-19,DET ,MIA,100:90,3.32,1.35,1
2021-12-19,MEM ,POR,100:105,1.56,2.54,0
2021-12-19,SAC ,SAS,121:114,2.66,1.52,1
2021-12-18,MIL ,CLE,90:119,2.7,1.51,0
2021-12-18,UTA ,WAS,103:109,1.22,4.59,0
2021-12-18,OKC ,LAC,104:103,2.58,1.54,1
2021-12-18,BKN ,ORL,93:100,1.48,2.78,0
2021-12-18,TOR ,GSW,119:100,1.3,3.75,1
2021-12-18,BOS ,NYK,114:107,1.44,2.93,1
2021-12-18,DET ,HOU,107:116,1.94,1.91,0
2021-12-17,MIN ,LAL,110:92,1.97,1.89,1
2021-12-17,POR ,CHA,125:116,1.8,2.07,1
2021-12-17,SAC ,MEM,105:124,3.18,1.39,0
2021-12-17,UTA ,SAS,126:128,1.14,6.17,0
2021-12-17,NOP ,MIL,116:112 ,1.83,2.03,1
2021-12-17,ATL ,DEN,115:133,1.63,2.37,0
2021-12-17,BOS ,GSW,107:111,2.56,1.56,0
2021-12-17,ORL ,MIA,105:115,4.2,1.25,0
2021-12-16,PHX ,WAS,118:98,1.24,4.26,1
2021-12-16,HOU ,NYK,103:116,2.86,1.45,0
2021-12-16,BKN ,PHI,114:105,2.17,1.74,1
2021-12-16,IND ,DET,122:113,1.19,5.01,1
2021-12-15,POR ,MEM,103:113,2.07,1.8,0
2021-12-15,SAC ,WAS,119:105,2.09,1.79,1
2021-12-15,UTA ,LAC,124:103,1.14,6.04,1
2021-12-15,DEN ,MIN,107:124,1.55,2.54,0
2021-12-15,SAS ,CHA,115:131,1.65,2.33,0
2021-12-15,MIL ,IND,114:99,2.28,1.67,1
2021-12-15,OKC ,NOP,110:113,2.59,1.53,0
2021-12-15,DAL ,LAL,104:107 ,2.29,1.67,0
2021-12-15,CLE ,HOU,124:89,1.23,4.41,1
2021-12-15,ORL ,ATL,99:111,3.55,1.32,0
2021-12-15,PHI ,MIA,96:101,1.31,3.66,0
2021-12-14,POR ,PHX,107:111 ,1.99,1.87,0
2021-12-14,BKN ,TOR,131:129 ,1.61,2.4,1
2021-12-14,NYK ,GSW,96:105,2.94,1.43,0
2021-12-13,LAC ,PHX,111:95,2.37,1.63,1
2021-12-13,DEN ,WAS,113:107,1.61,2.4,1
2021-12-13,DAL ,CHA,120:96,1.7,2.23,1
2021-12-13,MEM ,PHI,126:91,2.15,1.75,1
2021-12-13,ATL ,HOU,126:132,1.18,5.19,0
2021-12-13,BOS ,MIL,117:103,1.95,1.91,1
2021-12-13,CLE ,MIA,105:94,1.48,2.77,1
2021-12-13,IND ,GSW,100:102,2.49,1.58,0
2021-12-13,TOR ,SAC,124:101,1.54,2.6,1
2021-12-12,LAL ,ORL,106:94,1.22,4.65,1
2021-12-12,POR ,MIN,111:116,1.68,2.26,0
2021-12-12,OKC ,DAL,84:103,2.5,1.57,0
2021-12-12,SAS ,NOP,112:97,1.78,2.1,1
2021-12-12,DET ,BKN,104:116,3.53,1.33,0
2021-12-12,NYK ,MIL,97:112,3.01,1.42,0
2021-12-11,PHI ,GSW,102:93,2.32,1.66,1
2021-12-11,SAS ,DEN,112:127,1.92,1.93,0
2021-12-11,CLE ,SAC,117:103,1.4,3.1,1
2021-12-11,MEM ,HOU,113:106,1.29,3.81,1
2021-12-11,MIA ,CHI,118:92,2.07,1.81,1
2021-12-11,WAS ,UTA,98:123,3.28,1.36,0
2021-12-11,LAC ,ORL,106:104,1.27,3.94,1
2021-12-10,PHX ,BOS,111:90,1.65,2.34,1
2021-12-10,HOU ,MIL,114:123,4.41,1.23,0
2021-12-10,MIN ,CLE,106:123,2.08,1.79,0
2021-12-10,NOP ,DET,109:93,1.4,3.09,1
2021-12-10,OKC ,LAL,95:116,2.42,1.6,0
2021-12-10,ATL ,BKN,105:113,1.79,2.1,0
2021-12-10,TOR ,NYK,90:87,1.81,2.06,1
2021-12-10,CHA ,SAC,124:123,2.05,1.82,1
2021-12-10,IND ,DAL,106:93,1.78,2.11,1
2021-12-09,SAS ,DEN,123:111,1.75,2.14,1
2021-12-09,MEM ,LAL,108:95,2.49,1.58,1
2021-12-09,PHI ,UTA,96:118,2.25,1.7,0
2021-12-08,LAC ,BOS,114:111,1.81,2.07,1
2021-12-08,GSW ,POR,104:94,1.07,10.1,1
2021-12-08,SAC ,ORL,142:130,1.33,3.49,1
2021-12-08,HOU ,BKN,114:104,2.44,1.6,1
2021-12-08,MEM ,DAL,96:104,1.83,2.03,0
2021-12-08,MIN ,UTA,104:136,3.22,1.37,0
2021-12-08,NOP ,DEN,114:120 ,2.13,1.76,0
2021-12-08,MIA ,MIL,113:104,3.24,1.38,1
2021-12-08,TOR ,OKC,109:110,1.3,3.72,0
2021-12-08,CHA ,PHI,106:110,3.1,1.4,0
2021-12-08,CLE ,CHI,115:92,1.63,2.37,1
2021-12-08,DET ,WAS,116:119 ,2.76,1.48,0
2021-12-08,IND ,NYK,122:102,1.51,2.67,1
2021-12-07,LAL ,BOS,117:102,1.7,2.24,1
2021-12-07,SAS ,NYK,109:121,2.06,1.81,0
2021-12-07,DAL ,BKN,99:102,2.07,1.82,0
2021-12-06,GSW ,ORL,126:95,1.06,10.92,1
2021-12-06,POR ,LAC,90:102,2.61,1.54,0
2021-12-06,PHX ,SAS,108:104,1.33,3.47,1
2021-12-06,CHI ,DEN,109:97,1.77,2.12,1
2021-12-06,MIL ,CLE,112:104,1.27,4.01,1
2021-12-06,MIN ,ATL,110:121,1.79,2.08,0
2021-12-06,MIA ,MEM,90:105,1.44,2.89,0
2021-12-06,CHA ,PHI,124:127 ,3.61,1.31,0
2021-12-06,DET ,OKC,103:114,1.66,2.29,0
2021-12-06,IND ,WAS,116:110,1.44,2.9,1
2021-12-05,HOU ,NOP,118:108,2.25,1.68,1
2021-12-05,ATL ,CHA,127:130,1.33,3.53,0
2021-12-05,TOR ,WAS,102:90,1.85,2,1
2021-12-05,CLE ,UTA,108:109,2.77,1.48,0
2021-12-04,POR ,BOS,117:145,1.87,1.98,0
2021-12-04,SAC ,LAC,104:99,2.08,1.79,1
2021-12-04,DAL ,MEM,90:97,1.96,1.89,0
2021-12-04,GSW ,SAS,107:112,1.23,4.45,0
2021-12-04,BKN ,CHI,107:111,1.7,2.21,0
2021-12-04,MIL ,MIA,124:102,1.4,3.09,1
2021-12-04,NYK ,DEN,99:113,1.73,2.16,0
2021-12-03,GSW ,PHX,118:96,1.34,3.39,1
2021-12-03,LAL ,LAC,115:119,1.73,2.18,0
2021-12-03,UTA ,BOS,137:130,1.29,3.84,1
2021-12-03,DAL ,NOP,91:107,1.34,3.41,0
2021-12-03,HOU ,ORL,118:116,1.66,2.29,1
2021-12-03,ATL ,PHI,96:98,1.71,2.21,0
2021-12-03,BKN ,MIN,110:105,1.24,4.31,1
2021-12-03,IND ,MIA,104:113,1.46,2.83,0
2021-12-03,WAS ,CLE,101:116,1.69,2.25,0
2021-12-02,POR ,SAS,83:114,1.5,2.7,0
2021-12-02,PHX ,DET,114:103,1.14,6.2,1
2021-12-02,MEM ,OKC,152:79,1.18,5.14,1
2021-12-02,NYK ,CHI,115:119,2.12,1.77,0
2021-12-02,TOR ,MIL,97:93,2.39,1.67,1
2021-12-01,LAC ,SAC,115:124,1.41,3.05,0
2021-12-01,MIL ,CHA,127:125,1.26,4.06,1
2021-12-01,NOP ,DAL,107:139,2.49,1.57,0
2021-12-01,OKC ,HOU,110:114,1.75,2.14,0
2021-12-01,BOS ,PHI,88:87,1.68,2.28,1
2021-12-01,MIA ,CLE,85:111,1.67,2.27,0
2021-12-01,IND ,ATL,111:114,1.77,2.11,0
2021-12-01,ORL ,DEN,108:103,3.8,1.29,1
2021-12-01,WAS ,MIN,115:107,1.6,2.42,1
2021-11-30,PHX ,GSW,104:96,1.66,2.32,1
2021-11-30,POR ,DET,110:92,1.29,3.82,1
2021-11-30,SAC ,LAL,92:117,1.92,1.96,0
